Input Video,Input Video,Extracted Text,Group of Words,flag,username,timestamp
"{""video"":{""path"":""flagged\\Input Video\\39ac238c4637b0edf7d1\\mohirdev.mp4"",""url"":""http://127.0.0.1:7860/file=C:\\Users\\musya\\AppData\\Local\\Temp\\gradio\\e6bbbcda3587b8f6d4bd150cd5758d3410fd3e80\\mohirdev.mp4"",""size"":6510543,""orig_name"":""mohirdev.mp4"",""mime_type"":""""},""subtitles"":null}","{""video"":{""path"":""flagged\\Input Video\\f27f5d992636fb482543\\mohirdev.mp4"",""url"":null,""size"":null,""orig_name"":""mohirdev.mp4"",""mime_type"":null},""subtitles"":null}",text,text,,,2024-01-27 16:30:23.456387
